userName;score;at;content;label
Jannatul Zahra;4;13/11/2023 16.50;Bagus sih tapi. Lebih bagus ada juga versi lite nya;positif
Ciater Adventure;5;13/11/2023 15.44;Very good;positif
DWI CAHYONO 0604;5;13/11/2023 14.43;Fiturnya bagus banget, trs seru kyk Instagram;positif
Fransiskus Safdianto Ranu;5;13/11/2023 13.46;semoga baik;positif
Dhecy Dore;1;13/11/2023 11.35;Zionist!!!!;negatif
Rizky Siburian;1;12/11/2023 23.39;Buruk sekali 👎👎👎👎👎👎;negatif
Eddy Mulyono;5;12/11/2023 13.08;So beautiful girls;positif
Uzman Jbi321;4;12/11/2023 12.22;keren sih;positif
Fai Go;1;12/11/2023 11.07;Tidak adil , tidak punya hati nurani , berpihak pada penjajah , dan mendukung genozida #freepaelstina;negatif
Fifin Destian;2;12/11/2023 10.47;Menurut ku, threads harus bikin fitur dm soalnya kalo cuma ngescroll isi nya doang ya lama lama jadi ngebosenin, awal awal menarik tapi lama kelamaan ya jadu ngebosenin soalnya isi nya cuman gitu gitu aja, gak ada fitur yang ngebuat woaah gitu, jadi saran ku aja, tolong adain fitur dm gitu;negatif
Naura Naura;5;12/11/2023 08.10;Bagus bgt;positif
David Lukmanul Hakim;5;12/11/2023 06.03;bagus, tambahin fitur lagi kaya twitter;positif
rara kreativo;3;11/11/2023 19.15;membosankan;netral
Fima Alghoni;2;11/11/2023 19.01;rasio vidio mengeci;negatif
Dendi Perdani;1;11/11/2023 14.45;Tidak berperikemanusiaan aplikasi ini sangat jelek 👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎;negatif
Soleha New;5;11/11/2023 11.56;mutifasi;positif
Rumah Daerahbandung (Rumah murah);5;10/11/2023 09.22;Keren;positif
Eris Prananda;5;10/11/2023 01.45;keren;positif
Dimas Daffa;1;09/11/2023 17.03;Parah algoritma nya jelek. Pake dibawa bawa ke instagram lgi. Padahal hal yang dibenci malah ditayangin mulu;negatif
Mickey Oxygen;5;09/11/2023 15.49;Ok;positif
Rizki Ilman;5;09/11/2023 02.50;sparkling;positif
Kania Putriasari;1;08/11/2023 19.10;Woyyy kenapa gw nggak bisa komen dithreads orang lain?? Dan kenapa setiap gw like, share utas baik foto/video tetap GK bisa kirim.. solusiny gimana ini?? Apa perlu gw hapus lagi ini aplikasiny? Kesel banget anjirrr, rugi gw install aplikasi ini... Parah bangettt Gak Guna!!!!!!!!!!!!!!! Ku kira aplikasinya WOW ternyata Naudzubillah gw download, pdhl gw pke hpny bru loh, memory card pun masih kosong.. bru ke install App IG sm app ini.. tpi hasilny stlh install app threads tdk sesuai ekspetasi !!!!;negatif
alaika _;5;08/11/2023 12.02;Gk tau, nyoba aja, trs di hapus;positif
charly pardamean Sitompul17;4;08/11/2023 06.33;Ok;positif
yakobuswadju00 wadju;1;07/11/2023 22.12;baik;negatif
S Seee;4;07/11/2023 16.30;Hopefully Indonesia and America will become friends;positif
Hidajat Halim;5;07/11/2023 15.33;good 👍;positif
Ratih Saharani;3;07/11/2023 15.30;sangat bagus;netral
Indra Permana;5;07/11/2023 10.01;Terima kasih;positif
Muhammad Fathul Bari;1;07/11/2023 05.28;Trash;negatif
Firdaus Dausa;1;06/11/2023 02.22;Ah kena bongin saya;negatif
Dani sprt;5;06/11/2023 01.59;nice app dong hehe;positif
YasrilMHE new;4;06/11/2023 00.15;Bermanfaat;positif
Daniel Adii;2;05/11/2023 21.25;puas;negatif
X- REINKARNASI;5;05/11/2023 16.44;coba;positif
Reixchuberg VonSteveilheim;3;05/11/2023 15.17;Ga maen lagi;netral
gene kaa;1;05/11/2023 08.20;Ini kenapa ya, parah banget saya bikin postingan dari pagi sampai sore ga kelar kelar. Mohon dong diperhatikan lagi🙏;negatif
You Ell;1;05/11/2023 02.57;aplikasi sangad la bagus, saya suka saya suka.;negatif
Ahmad Rizky Andriawan;5;05/11/2023 02.44;siple UI but scroll feeling is not best. i feel not free, there a stopping automatically. idk why, may it's can fix soon;positif
Ari Muaddam;5;04/11/2023 18.28;suggestions for threads developers. can you provide a live streaming feature on the stheads application.;positif
Jatu Hadi;5;04/11/2023 17.34;good;positif
Faahimah Naabihah;1;04/11/2023 12.00;Genoside!!!;negatif
Mister Jenggrie;5;04/11/2023 11.03;Sangat puas;positif
Bayu Darmawan;1;04/11/2023 06.54;hapus permanent aku gimana!!!!;negatif
herlan ruliansah;5;04/11/2023 03.12;thnks you. afk ini bagus menurut saya;positif
Rangga. L;5;04/11/2023 01.55;Tambahin fitur arsip postingan min;positif
dzaky hibrizi;5;03/11/2023 22.54;aplikasinya bagus banget semoga tambah bagus terus;positif
Bagong Babi;5;03/11/2023 16.33;Bagus aplikasinya;positif
bambang suherman;5;03/11/2023 15.25;good;positif
Elis Irfania;3;03/11/2023 15.17;Mohon ke depannya treads yang sudah di hilangkan di profil Instagram agar bisa di kembalikan lagi;netral
Marcel Freedy;5;03/11/2023 11.25;Mantap;positif
Janu Ardi;5;03/11/2023 08.44;sangat bagus aplikasinya;positif
Yonatan Jaya;1;03/11/2023 06.53;Aplikasi ny skrg, tdk bs di buka😲 di tulis ad masalah, tiap saat mo loading !;negatif
Muhammad Alanniam;1;03/11/2023 06.39;Aplikasi taii;negatif
Ireland Evergreen;5;03/11/2023 00.14;Lebih baik daripada twitter (X);positif
Jakfar Shodik;4;02/11/2023 22.41;bagus;positif
Gusti Widi;4;02/11/2023 01.20;sangat bagus;positif
RANGGA MENSON;5;01/11/2023 14.55;Bagi saya aplikasi threads baik mudah di gunakan tidak ada pembayaran;positif
Fenti Zara;5;01/11/2023 14.47;Keren;positif
Oppo A5;5;01/11/2023 12.00;Pengen tau banyak tentang threads.. download dulu lalu follow aku di threads maka kamu akan tau.. Dari utas ku aja udah bisa kamu tebak tanpa harus menjelaskan tentang penilaian threads.👍;positif
Angga Mardiawan;5;01/11/2023 10.09;bagus sih berguna bagi saya;positif
Bernard 05;4;01/11/2023 06.44;Mudah ✌️🤣;positif
Dea putri;1;01/11/2023 04.07;eh kok ga bisa sih hide thread ?? padahal mau aku hide woyyy delete nih;negatif
Akira;5;01/11/2023 03.01;Good;positif
Syahrin Isman;1;01/11/2023 00.34;Bad;negatif
cc Amri942;2;31/10/2023 16.31;sudah zamannya semua akan zamannya;negatif
Musafir Misqueen;3;31/10/2023 14.33;Ukuran aplikasinya terlalu besar, tolong bisa lebih dikecilkan lagi ukuran aplikasinya.;netral
ҡὅ҈ᴄɛ᪴͢ᴋ᪳;5;31/10/2023 11.47;follower Instagram saya hilaang, apa memang berbeda server?;positif
Sultan Aiman Prastowo;1;31/10/2023 11.22;bagus;negatif
Sukri Adi;3;31/10/2023 09.31;3 dulu lah, soalnya baru buka apk ini. jika menarik buat aku. baru 5 bintang;netral
Echa Aggaro;1;31/10/2023 07.53;Memihak pengecut israel;negatif
Muhammad Farhan;1;31/10/2023 07.25;Ni aplikasi atau sare barkode;negatif
Haikal Azaim;4;31/10/2023 06.36;Tambahkan fitur penyimpanan utas, selebihnya sudah bagus;positif
Alex Iskandar;1;30/10/2023 14.45;X twitter is more better than this app at all;negatif
Silvia Gusnita;1;30/10/2023 14.38;Kekerasan, tidak punya nilai kemanusiaan.;negatif
Rizqi Faisal;1;30/10/2023 13.57;Peduli kemanusiaan;negatif
RIKA NA;4;30/10/2023 13.52;Baru tau kalo reply bisa pke vn :D;positif
mifta janah;3;30/10/2023 13.10;udah bagua tapi tolong dong gk usah di tautkan di instgram. gk usah ada pintasan lewat;netral
Shity qhotimah;1;30/10/2023 12.48;I Don't Like!!!!;negatif
Nafian Ajah;1;30/10/2023 11.57;dasar aplikasi caperr;negatif
Riska;5;30/10/2023 11.33;pendapat aku ini bagus sih kaya Facebook... buat unggah foto nya bagus disini gak seburam kaya di Facebook cuma gak bisa buat balas pesan ya. dan aku hapus kembali karena malas kebanyakan aplikasi gak penting 😅;positif
Nanank fakhrur Riza;5;30/10/2023 11.10;Apk sosial media yg mudah untuk dipakai dan simple;positif
Aufi Balqis;1;30/10/2023 11.08;Aplikasi nya bikin pusing;negatif
muhammad teguh;1;29/10/2023 21.35;Kecewa;negatif
Rafik Muhammad;5;29/10/2023 19.59;Sangat cocok dan bagus;positif
Yohanesbonah Panjaitan;2;29/10/2023 16.42;ku beri bintang 2 dulu aja ya guys;negatif
Mincesri;5;29/10/2023 14.04;Sangat membatu ,Trimakasih byk aplikasi Thre3ads;positif
Dwi Hari Purnomo;1;29/10/2023 13.55;Antek zionis;negatif
ety suhesty;1;29/10/2023 13.50;Tidak memiliki rasa kemanusiaan;negatif
ABDUL SUPAR;5;29/10/2023 13.40;Tambah teman;positif
YUSDI;1;29/10/2023 13.20;Meta sangat buruk;negatif
Ira Wati;5;29/10/2023 12.33;suka banget sama aplikasi ini;positif
Peter Seky;5;29/10/2023 08.19;Aplikasi ini sangat membantu saya dalam hal menemukan dan menerima pertemanan saya;positif
Harnanto Nanto;3;29/10/2023 06.42;lumayan;netral
Syifa Ghassiny;5;29/10/2023 04.40;ol;positif
steven stenli;5;29/10/2023 03.28;durasi vidio n kualitas di perpanjang n frame yg tinggi;positif
Aliragil86;2;29/10/2023 02.45;Masih ujicoba, ya kali bagus kasih bintang lg;negatif
Yudha Ganisworo;5;29/10/2023 00.50;asik juga buat curhat;positif
Zahra Sinari putri;5;28/10/2023 03.51;Apk nya bagus,serasa Kayak Twitter 😍;positif
Muhammad Virgiawan;3;27/10/2023 19.17;membingungkan;netral
Qodar iyah;4;27/10/2023 15.39;Kok gak ada penerjemah bahasa ya..tolong dong di tingkatkan lagi..diperbaharui lagi biar bisa ngerti kalau yg lainnya berbahasa inggris maupun Korea..😔;positif
Jumasni Masni;5;27/10/2023 14.50;Bagus;positif
Feron Syanangi;5;27/10/2023 14.08;sangat membantu dalam mencari pengguna dalam menambah followers pengikut;positif
Kefin putra Nugraha;5;27/10/2023 10.46;tingkatin lagi setingannya;positif
Elfasya Cleo;4;27/10/2023 04.31;Kelebihannya apa sama IG ??;positif
Anis Hernawati;4;27/10/2023 00.43;please deh..tmpt ku udh update tp blm pd kluar vitur baru nya;positif
Kasman Chenn;5;26/10/2023 17.52;Nice;positif
Zulfi;5;26/10/2023 17.08;tolong di tingkatkan soal penilaya nya;positif
Putri Alawiyah07;5;26/10/2023 14.20;enak bngt buat curhat hahha;positif
Muhammad Pasha Junior;1;26/10/2023 12.30;Makin update makin anehhh apk y sblm di update msh normal aja knp hbs di update mkn bermasalah.... Tolong di perbaiki lagi apk y terimakasih;negatif
Bungomedia;5;26/10/2023 12.04;Belum begitu memahaminya, tapi coba support bintang';positif
andre Farhan;1;26/10/2023 11.42;Jelek, sok²an bikin Twitter kedua, ga bakalan bisa;negatif
Yusup Hidayat;5;26/10/2023 00.43;Ok;positif
Ibnu sihab;5;25/10/2023 22.19;mantap;positif
Guruh Maulana;2;25/10/2023 17.42;b aja;negatif
Saqati Sarias;5;25/10/2023 13.53;merasa puas;positif
dian saputra;4;24/10/2023 18.17;harusnya ada fitur insight nya;positif
Farid Faridbae;5;24/10/2023 14.24;Keren👍👍👍👍;positif
Lely mahayuningtyas;5;24/10/2023 10.17;Mencoba di sini;positif
Ari Jedung;1;24/10/2023 02.09;Aplikasi buruk gada yg mau denger keluh kesah gw nasip jomblo gini amat,,;negatif
Noer Gaming;4;23/10/2023 20.17;bgus;positif
YHOELL (Safar);5;23/10/2023 08.20;OK;positif
yunias mote;5;23/10/2023 03.15;🙏🙏;positif
choivan nation;1;23/10/2023 00.10;Yang anda tampilkan diberanda saya, hanya sekumpulan tokoh publik yang tidak saya kenal dan tidak saya follow, jadi saya kehilangan akses untuk teman yang saya ikuti. aplikasi tidak jelas, done to uninstall !!;negatif
Andry falz123;3;22/10/2023 20.06;well ken dulu;netral
dodiqi bintu;1;22/10/2023 16.03;Netral dong.. bisa2nya islam dibilang teroris;negatif
Sayidil Murohim;1;22/10/2023 15.23;Baru d unduh langsung d unistall.masa mau login harus pake akun instagram. Ngacooo;negatif
nana ja;1;22/10/2023 04.30;Akun ku malah log out gara2 apk ini;negatif
ahmad mahfud;2;22/10/2023 00.33;Sebenarnya aplikasinya bagus simpel gak nego2. Dan cenderung sedikit bot karena log in lewat Instagram. Tapi tolong ditambahkan gitu DM karena jadi gak perlu buka ig. Dan ada bug ketika dialihkan ke ig gak bisa kembali harus ditutup atau gak kembali ke home screen;negatif
KARYA PURNAMA SARI;5;21/10/2023 15.40;simple bagi aku pengguna yang masih kurang paham cara main nya threads, tapi mau belajar pasti bisa⭐⭐⭐⭐⭐;positif
Arven Arkandani;5;21/10/2023 15.34;bagus;positif
Nur Fadilah;4;21/10/2023 15.21;aplikasi bagus dan berguna juga, tapi terkadang ada bug dan keluar apk dgn sendirinya, tapi untuk sekarang aplikasi nya bagus² aja;positif
Karina;5;21/10/2023 15.14;bagus coy mirip Twitter wkwkw auto pindah ke sini soalnya baguss;positif
Narain Satish;5;21/10/2023 11.42;yahuddd;positif
Doni Rahmanto;5;21/10/2023 09.00;Its amazing;positif
harry nugraha;1;21/10/2023 03.56;app untuk kaum alayisme;negatif
faisal;1;21/10/2023 03.26;Komentar di Threads sampai masuk di beranda instagram, sangat merusak tampilan instagram;negatif
Intan Nia;5;20/10/2023 16.57;heheh sebenar nya ap ini buat apa an si;positif
M Fikuri;1;20/10/2023 11.40;Hilangkan utasku di Instagram/promosi apapun itu...;negatif
Cocot Receh;5;20/10/2023 11.15;Tolong pihak threads dan ig naikin keamanan nya, karena baru saja terjadi threads saya kena phising dan hasilnya akun ig saya kena retas orang lain yang saya tidak kenal tolong naikin keamanan nya, karena saya sangat d rugikan ..;positif
Sofyan Ibnu;2;20/10/2023 10.47;At first I liked this application, but after the thread created appeared on the Instagram homepage, I didn't like it;negatif
Irvannudin Ivan;4;19/10/2023 19.57;beri sedikit kemudahan dan agar bisa selalu lancar gampang di hafal simpel exskitif dari dalam aplikasi untuk lebih baik dan terus terbaik untuk semua pengguna;positif
Topan Reborn;5;19/10/2023 19.18;@topan Reborn;positif
LISIN SEMANGAT HIDUP;1;19/10/2023 16.14;Kurang menarik;negatif
Despika Nabilla;5;19/10/2023 15.46;the best lah;positif
Akun Gabut;3;19/10/2023 10.01;tidak bisa melihat jumlah suka postingan sendiri;netral
Arifin;5;19/10/2023 09.57;lengkapi fiturnya please gw udah muak bgt sama bang elon;positif
Khalidin Brt;5;18/10/2023 23.56;Mantap, hanya saja karena belum familiar bagi netizen atau pengguna IG, jd blm byk pengikut atau org yg berinteraksi. Masih sepi. Padahal fiturnya mirip2 FB, bagus jg;positif
Baheramsyah Nurdin;5;18/10/2023 22.03;good...;positif
Jeruk Malam;4;18/10/2023 20.20;Please add fiture to make a schedule post pleaseee 🙏;positif
Indah Suci Selfika Sari;1;18/10/2023 16.10;kesel banget treads gaada fotur draftnya kayak di Twitter, saya udah ngetik panjang banget sampai berjam jam hilang gitu aja cuma garagara hp saya mati udah berkali kali kek gitu, jadi hilang mood;negatif
Andri Busaeri;4;18/10/2023 15.12;Minim pitur;positif
D Melinia;3;18/10/2023 13.25;"coba deh threads ubah format tanggalnya jangan pake mingguan tapi pake tanggal & jam berapa tepat. terus, di segmen explore, improve search barnya biar ga kalah sama X & Tiktok. ini apk penulisan sisi lain Instagram, tp search barnya jangan disamain dengan IG yg lebih efektif mencarinya lewat ""#"" & nama doang";netral
Amien Abdullah;5;18/10/2023 04.58;Seru bangett;positif
Anton mart;5;18/10/2023 03.37;Aplikasi ini sangat keren ..;positif
Babeh Zaini;5;18/10/2023 03.17;👍👍👍👍👍;positif
QLSD7GN3WF6 BLT5.3;1;17/10/2023 21.50;Masih enak di Twitter, karena bisa menerjemahkan bahasa asing, ini belum bisa dan seharusnya login nya tidak harus pakai Instagram, ada yang ngeluh menghapus apk ini sama aja menghapus akun Ig.;negatif
shinta jeans;3;17/10/2023 14.53;gabisa di scroll kalo nulis narasi, video kadang gaada suaranya;netral
Rezipurnamadewi Rezipurnamadewi;5;17/10/2023 14.00;bagusss bgt aplikasinya;positif
Pebri Yansah;1;17/10/2023 13.39;Apk bokep anjir ini setiap buka ada aja cewe murahan 🤮;negatif
kang mie;1;17/10/2023 11.17;habis diupdate kok malah lelet mana kabar brandanya stak ini itu itu aja yang tampil;negatif
Zahratun Khairunnisa;5;17/10/2023 06.56;enaknya apk ini itu ada translatenya;positif
nenk mim;4;17/10/2023 04.35;ok;positif
Judan;4;16/10/2023 11.08;tolong tambahkan fitur tranding, supaya kami tidak ketinggalan informasi yang sedang hangat;positif
Binner Kuswandi;1;15/10/2023 15.49;Tidak bisa edit foto, video, dan di komentar tidak ada fitur terjemahan;negatif
Deni Andriana;5;15/10/2023 10.54;Good aplication..;positif
Belatul Janah;5;15/10/2023 10.23;Wahhh hebat dong;positif
Valentina Dwingo;5;15/10/2023 04.31;bagus yh bagus;positif
Meysha Naura Ramadina;3;15/10/2023 04.22;menyenangkan;netral
Maryam 0116;4;14/10/2023 16.45;good pokoknya;positif
Mislaini Mislaini;2;14/10/2023 14.58;Kasih dua dl.baru mencoba;negatif
Nur Diana;5;14/10/2023 13.51;good. semoga bisa live juga kedepannya 😆;positif
LUKAS lee;5;14/10/2023 06.18;Coba aja dulu;positif
Yungyit harmoni musik;5;14/10/2023 04.47;sama persis spt Twitter, cuma lebih seneng aja upload foto ukuran besar,gak capek2 di edit dulu,semoga bisa ditingkatkan dg fitur 2 yg lebih menarik,;positif
Waode Muhlasi;5;13/10/2023 13.15;I really into this app;positif
Ahmad Sobur;4;13/10/2023 11.29;cukup baik;positif
Agustian Arifin;5;13/10/2023 09.46;good bagus;positif
zioh ucul;4;13/10/2023 09.41;treads ku gada fitur vn nyaaa;positif
M. Sahrum Hasibuan;5;13/10/2023 08.50;👍🏻;positif
syharla herliantika;5;13/10/2023 03.34;Sejak memakai thread semua terasa enak mengungkapkan isi hati disini..;positif
Yuni Bkl;4;12/10/2023 14.37;Apk baguss.;positif
Cepi Herdiansyah;5;12/10/2023 09.26;good job;positif
Yatmin Min;3;12/10/2023 03.32;sementara tiga bintang dulu, krn ini baru blajar aplikasi ini, sementara lumayan bagus gak ribet ,,;netral
Haviza Meiqori;3;11/10/2023 17.11;Maaf elon kamu kuduakan;netral
Sari Lovesen;3;11/10/2023 11.36;Ini aplikasinya aku coba dan lumayan sih cuma ukurannya gede;netral
Xuelfyuichi;2;11/10/2023 11.24;Plagiat, kayak twt sama aja gajelas;negatif
Aria Arta;5;11/10/2023 11.04;apk nya membantu saya suka menulis kegiatan sehari-hari, saya tuangkan keseharian saya di situ;positif
Drajat Iman;5;11/10/2023 08.23;good;positif
Naplek Loss derr;5;11/10/2023 01.45;sangat rinkas klau bisa satu diinsalgram;positif
Andri Kalam;5;10/10/2023 22.55;mohon fitur-fiturnya di tambah;positif
sherly rosalia923;5;10/10/2023 22.51;keren;positif
Mas Al;5;10/10/2023 19.02;Terimakasih🙏🤝;positif
Subur Riyadi;5;10/10/2023 15.02;Lengkap;positif
Tebu ireng;5;10/10/2023 14.10;baik ok;positif
welson caniago;5;10/10/2023 10.13;sangat bagus;positif
Galih Prasojo;1;10/10/2023 07.03;Seharusnya beranda yang di ikut bukan nya random postingan nya dan di bawahnya tulisan ada terjemahannya mode dark tidak ada;negatif
Enal Arsy;5;10/10/2023 06.04;nice;positif
Budi Sulistiyo;5;10/10/2023 00.27;masih mendingan twitter;positif
Ridho GGG;1;09/10/2023 15.13;Akun Ig ku ilang gegara apk ini. ada yang tau gk cara kembali'in nya :);negatif
Mas Ibnusya;5;09/10/2023 14.14;Betah di sini, enak. Gak ada pilih kasih. Gak minder sebab pengguna baru. Toh tulisan pengguna baru sekali pun langsung berada di beranda orang lain, meskipun mereka gak mem-follow kita.;positif
L W;5;09/10/2023 11.31;Excellent👍💯;positif
Mhmmd Hasbi;5;09/10/2023 08.29;apk keren;positif
Rommy Charter;5;09/10/2023 02.00;Good;positif
Dimas Putra;5;08/10/2023 11.44;Mantap sekali aplikasi threads Instagram nya 👍🔥;positif
Elda Mardiah Rosalinda;4;08/10/2023 09.39;THREADS PLEASE MAKE A FITUR FOR ARCHIVE PLEASE 🥺☺️;positif
Absurd Gama;5;08/10/2023 07.43;Membuat status dan menulisnya Saya suka aplikasi thread dari instagram Membagikan setiap momen Sungguh luar biasa !!!;positif
Ijal Ganteng;2;08/10/2023 04.52;Rame diawal doangg wkwkwk;negatif
DWI BRON13Z BRON13Z (BRON13Z FOREFER);5;08/10/2023 01.47;Oke/yes 👍;positif
Pamungkas66;5;07/10/2023 23.26;Mantab;positif
Ihwan Ramadhan;5;07/10/2023 13.42;bagus;positif
Fathasya Aulia;5;07/10/2023 06.38;minusnya cuma kalau kata-kata panjang harus motong;positif
Fajar Aulia;5;07/10/2023 06.03;Aplikasi nya sangat bgs dan bs menyaingi aplikasi yg serupa lainnyn;positif
Seneng Dodolan;3;07/10/2023 03.54;Apa ada bokepnya kyk di twitter?;netral
hamidul umar;1;06/10/2023 18.06;Ga asik guys, ujung-ujungnya followers kita banyak yang like tetap dikit, percuma tombol ikuti di buatkan tapi yang ikuti tidak bisa melihat kiriman kita melayang di berandanya. 😂 Yaaaa ujungnya anda jugalah yang pasti kecewa 🙏😁;negatif
Andang Andang Aja;1;06/10/2023 17.43;Nice;negatif
Centauri_Herlangga Evenetus Solang;5;06/10/2023 16.06;It says not about threads, but it say about partial derivatives ∂;positif
Agoes Soenartho;1;06/10/2023 14.58;Untuk sementara cukup menarik.;negatif
Sugih Harto;4;06/10/2023 13.36;Fitur hastag please 🥲;positif
Lina Hartono;5;06/10/2023 05.09;Good but please remove an error from following and followers;positif
Ula Kauni Alima;4;06/10/2023 04.31;Tolong dikasih fitur edit dong saat udah dipublish, biar kalau typo ga perlu hapus dan aplud ulang threads.. kan lelah.;positif
tiara kitchenset.;3;06/10/2023 04.20;bagus;netral
fajar0116;5;05/10/2023 17.10;Fajar hari Wicaksono;positif
Resa Refia Nanda;2;05/10/2023 15.37;Baru download disuruh update lol;negatif
Janu Likdau;5;05/10/2023 14.41;is the bast;positif
Jujum Jumara;3;05/10/2023 12.33;Ga tau bagus atau ga nya;netral
Athfiah Izzah;4;05/10/2023 02.03;Bagus, banget bisa nemenin hari2 galau dan obat gabut;positif
