userName;score;content;label
Imi Syahrial;5;meski belum mengerti atau memahami cara menggunakan Threads😃;positif
Rhan Rhanny;1;"meta pecundang. zurk kau lebih suka bayi""dan wanita""dibunuh. ingat!! ibu, istri dan anakmu jg perempuan";negatif
DenCC;5;Bagus sangat simple;positif
Karmidi Karmidi;5;Apl nya bagus bisa mengikuti perubahan;positif
Muhammad Lutfil Amin Siregar;5;Permulaan yang bagus dengan firur yang diberikan, aplikasi nya juga keren, semoga kedepannya makin banyak fitur² yang mendukung;positif
Hobi Heboh;2;Mungkin perlu dibuat versi lite nya karena di beberapa device banyak bug, terutama error lag homepage saat scrooling.. klo ini versi trial/beta masih banyak yang harus di perbaiki.;negatif
Gina AB;3;Udahh bagus, cuma untuk konten yang disediakan untuk threads nya tolong disesuaikan dengan minat masing-masing akun, isinya jadi boring, juga beranda threads nya cuma diisi dengan pengguna centang biru, agak ribet kalau harus disembunyikan/diblokir dulu;netral
Salma Salsabila;4;Masih baru jadi masih gimana gitu, saran aja tambahin fitur pencarian kata, translate dan sebagainya supaya lebih enak pakainya, timeline juga tolong jangan random random bgt, sesuaikan sama topik yang kita suka dan ikutin;positif
Eka Setiani;3;Aku baru coba download, tapi lag. Layarnya gerak terus, tulisan gak bisa kebaca karna dempetan. Mungkin ada penyebab dan solusi gitu supaya bisa makai dengan oke. Tq;netral
Alfin Rizki;5;Menurut ku aplikasi ini sudah sangat bagus. Tampilan U.I nya menarik dan unik. Sementara di aplikasi ini harus punya tambahan fitur lagi yaitu: peningkatan keamanan, Stories, Edit Tweet, melihat bagian media saja, dan melihat bagian apa yang dia sukai di tweet ini. Aku kasih rate 5 untuk aplikasi ini. Walaupun aplikasi masih tahap rilis baru ini;positif
AndraZero121;3;Di aplikasi ini masih terdapat bug yang sangatlah merusak aplikasi, yaitu dimana teks-teks disana saat digeser ke bawah atau atas malah memblok teks lainnya. Mohon untuk diperbaiki segera.;netral
Nailah Kalbiyan;4;Sebenarnya ini aplikasi dah bagus sih cuma kurang lengkap aja fitur-fitur nya salah satunya fitur terjemahan jadi agak susah kalo baca nya tulisan thailand harus ke google dulu😁 jadi saya harap bisa di tambahin fitur terjemahan yaa;positif
Rizky Trihasmoro;1;Saya mengalami Bug atau cuma di hp saya,ketika di buka app seperti langsung banyak halaman dan bertumpuk, saya tidak tahu ini kenapa,apa ada email yang bisa di kirim untuk konfirmasi bug;negatif
RV;1;Tampilan interface berantakan banget, banyak mayor bug sampe males bukanya, ujung2nya apa? Balik lagi ke Twitter, tolong perbaiki dulu aplikasinya sebaik mungkin, baru gua stop main Twitter.;negatif
Rinanda Putra Kurniawan;3;Tolong perbaiki untuk update selanjutnya, terjadi bug tiba tiba keluar sendiri log out, dan Instagram saya juga tiba tiba keluar juga. Mohon untuk update selanjutnya diperbaiki agar tidak keluar sendiri akunnya;netral
dzaky hibrizi;5;aplikasinya bagus banget semoga tambah bagus terus;positif
YAYAN DOMILANO;5;Aplikasinya bagus.. Saya beri 5 bintang.. Tapi Harap Tambahkan beberapa fitur Seperti : – Save Gambar atau Video – Edit Postingan – Mode Gelap Dan masih ada Bug bug lainnya;positif
Rizky Aldi;5;Untuk sekarang masih minim fitur. seperti gak bisa save gambar/video, belum ad tagar, belum ada fitur translate dan masih ditemukan bug. Semoga kedepannya lebih di optimalkan;positif
Andy Januarta;5;tampilannya sangat simple, menarik dan karakter kalimatnya pun juga bisa 500-an per-kata. tapi masih ada 1 fitur yg belum diaktifkan yaitu setingan terjemahan bahasa dari berbagai negara di dunia.;positif
Imam Jamaludin;1;upload gambar, 'thumbnail' nya buram semua hanya abu-abu.... saat refresh di tombol 'home' rekomendasi threads kebanyakan bahasanya bule... tambah susah lagi gak ada fitur terjemahan.;negatif
M. Sultan Alamsyah Nabil Akbar;2;Tolong diperbaiki bugnya,, masak setiap buka beranda dan status orang kok tiba-tiba suka keluar,, sekalian tolong tambah kan fitur terbaru dari fitur DM, Hastag, Trending Penerjemah dan Voice Note di setiap utas dan kolom komentar.;negatif
Mahmud Abbas;5;Aplikasinya bagus. tapi harus ditambahkan fitur dark mode, kirim pesan secara pribadi dengan teman, dan satu lagi tolong di update agar support di browser atau desktop komputer. Kan ada beberapa orang yang belum punya handphone;positif
M Tahir saputra;4;Sejauh ini cukup bagus tapi saranku mungkin bisa di tambahkan juga di pusat akun meta jadi bisa auto posting di 3 aplikasi sekaligus IG, Facebook, Threads Dan aplikasi ini belum tersedia mode gelap, jadi mungkin bisa di tambahkan, dan juga foto belum bisa di simpan atau di download secara langsung, serta masih ada beberapa bug yang munkin harus di perbaiki, itu saran dari saya sebagai user;positif
Gibran Khayru Rachman;3;kecewa karena ada bug , saat saya mengscroll kebawah dan keatas, tampilan beranda,tulisan, teks teks, poto, dll... seperti tampilan error, jadi saat di scroll teks/poto nya seperti tidak mau bergerak;netral
Aergloo;4;gaesss tau kok masih pada bermasalah sama aplikasinya, gua juga.. notif berantakan, gabisa liat siapa yang belom follow atau udah follow.. tapi aplikasi ini kan baru launching jadi pastinya banyak masalahnya.. jadi doain aja di next update nanti, lebih baik dari yang ini.. kita tungguin aja update selanjutnya;positif
FREELANCE PROJECT;1;Saya menemukan bug di aplikasi ini, tidak ada menu keranjang kuningnya. Perlu banyak perbaikan karena biasa aja aplikasinya ga ada inovasinya, klo bisa aplikasinya yang menghasilkan uang juga bukan cuma dosa, jadilah meta bukan mata mata.;negatif
Lemorinn;3;Masih ada bug kayak kalau mau upload gambar force close padahal ukuran udah dikecilin, dan saran juga mungkin bisa ditambahkan fitur edit postingan ^_^;netral
Dimas Adhitya M.;1;Thumbnail website tidak tampil. 👎 Padahal sebelumnya baik-baik saja. Pas mengetik, thumbnail awalnya tampil, tapi ketika diunggah, thumbnail berubah menjadi tidak tampil alias hanya berupa link.;negatif
VR Lm;4;Bagus bnget, tpi masih banyak kekurangan nya kaya *Tiap ganti liat video, videonya otomatis ngeMUTE sendiri *harus ada fitur markah biar sesuatu yg kita suka tinggal nyari di markah biar gk repot nyari ngeslide di akun yg sudah banyak postingannya *Harus ada fitur simpan ke galeri bagusnya buat video dan gambar juga;positif
シンShin;2;Ini kenapa dah baru beberapa jam make aplikasi ini pas lagi milih photo dan klik selesai aplikasinya tiba-tiba keluar sendiri... Jadi susah untuk posting sesuatu;negatif
Yaqut Arsidinata;4;Aplikasi nya sangat bagus termasuk fitur² nya, tpi saya kasih segini dlu soalnya kualitas upload foto/video nya masih kurang bagus tidak seperti Instagram;positif
Muhammad Aldi Mauladi;4;"tolong adain fitur baru yang menarik contohnya kaya bisa dengerin lagu bareng - bareng sama tmn, terus adain ""follow back"" biar ga capek ngecek satu2 !! fitur voice note sabi sih tp dibatasin waktuny. terakhir fitur DM . thank you !!";positif
Anggun M K;3;Baru coba sih, ini gimana ya munculin lagi lencana threads yang disembunyikan biar bisa muncul lagi di profil ig? Udah di orak atik nggam bisa muncul lagii.. huuu;netral
Malik Marzuki;2;Tambahkan fitur upload foto dan video langsung direkam tanpa harus dari folder file. Pisahkan antara yang aku following dengan akun rekomendasi, jangan di campur di beranda. Tambah fitur tampilkan akun di bio Instagram jika sudah terlanjur di sembunyikan.;negatif
Mamah Damayanti;3;Lumayan bagus, mohon ditambahkan fitur: 1. Notifikasi followers tidak digabung 2. Bisa lihat following yang tidak followback 3. Schedule posting 4. Jumlah likes di profil seperti aplikasi TT 5. Search keyword untuk posting / trending;netral
Rinipuha Handayani;4;Cukup baiksi menurutku, tp seharusnya no yang bisa ditampilkan di bio ig kalau sudah dihapus bisa dipasang kembali, jangan hanya sekali, tp maklum la ya baru awal, semoga bisa diperbaiki;positif
Frilia;2;Bagus ajasih. Mirip twtr pas baru2 launching. Tp blm bikin nyaman krn timeline nya kek tempat sampah. Gak bisa di filter.;negatif
Alizar;1;Ini aplikasinya kenapa ya! padahal saya tidak ada follow orang tapi di notifikasi threads yang masuk ke saya kok saya bisa follow seseorang apakah memang seperti itukah? untuk loginnya juga menurut saya bisa di pisahkan saja kenapa harus di tautkan dgn aplikasi Instagram kenapa tidak di bikin login nya terpisah aja mungkin login nya bisa di buat menggunakan google atau kata sandi aja tersendiri? Jika mau menautkan aku Instagramnya mungkin bisa melalui pengaturan di aplikasi saja..;negatif
Carent21;4;"Bagus banget.. cuma tolong tambahkan fitur ""sematkan"" "" tagar"" dan bisa untuk banyak akun :).. ga cuma satu akun utama saja gitu sih:).. Kalo sudah ada aku kasih bintang 5.. yah dan saya tahu ini masih awal.. tapi ini sedikit saran dari saya.. dan banyak dari teman saya yang mengajukan yang seperti saya sarankan";positif
Suryanas;1;Kita membutuhkan fitur terjemahan, dan juga fitur beralih akun, adain fitur hastag dan fitur download foto juga, semoga saran ini didengarkan agar ini aplikasi bisa semakin berkembang;negatif
Amirah Hasna;2;Rapihkan notifnya, beri fitur mana yang sudah follback mana yang belum, masih terdapat beberapa bug seperti tidak bisa update jumlah followers di profil (followers bertambah tapi keliatannya masih stuck disitu) & tidak bisa lihat followers / following orang lain;negatif
VJM Gaming;3;"Kekurangan 1.terlalu berat lag kalau scroll panjang ""hp gw kentang cuy""😁 2.gk ada mode gelap, mata auto sakit 3.Kadang pas refresh loading nya gk selesai selesai, padahal di fb atau di ig lancar² aja😁";netral
asyaif alfatah nur;3;Sudah bagus, vibesnya dan ui nya lebih baik dari twitter menurutku. fiturnya masih kurang lengkap misal fitur save atau tags masih belum ada. Agak susah pula kalau pindah akun dan akun yg sudah dibuat tidak bisa dihapus. Kalau untuk upload foto atau video saya belum mencoba tetapi dari pengamatan saya foto yang diupload di threads lebih tajam dan tidak terkena kompresi seperti di instagram. Jadi menurut saya untuk urusan upload foto threads ini sudah sangat bagus;netral
Kuin Kuin;1;Yuhuu baru instal, baru coba, langsung nge bug. Mau bikin postingan dg menambahkan foto, eh langsung keluar aplikasi. D perbaiki lagi yaaaa;negatif
Randi Pratama;4;Threads bagus bangetlah, selama ini saya gak ketemu konten NSFW apapun, namun size apk threads cukup berat dan buffering kontennya lama bgt, beda kyk Instagram, padahal ui nya lebih simple dari FB dan IG, sarannya cuma size dan audio meetingnya aja, mudah2an bisa membantu developer😊;positif
Agus Siswoyo;1;mohon bantuannya developer threads aku kok nge bug ya? si tulisan nya klo di geser atau di sentuh langsung kayak pada nyatu gitu, eror lah pokonya, wajar sih sebenernya masih baru juga, tapi punya temen2 gada yg gitu 😭;negatif
Endra Irawan;4;Ada bug mungkin hanya pengguna android saja yang mengalami, bug glich.. Padahal baru login dan baru 1 sentuhan scrol langsung tampilan nya nge-glich, Mohon diperbaiki dan mampu menjadi pengganti twitter;positif
Diah Ummatul Ravika;4;"aplikasinya bagus, tapi akan lebih baik bisa diberikan fitur yang bisa ngeliat siapa yang gk follback kita, terus jangan terlalu dibatasi kegiatan kita seperti ngecek"" followers tiba"" eror gk bisa di cek lg hrus nunggu beberapa jam baru bisa baik lagi";positif
Inno Putra;1;Bug langsung di rasakan saat scrool untuk pertama kalinya. Text tidak mengikuti gerakan layar dia hanya diam dan membuat bayangan seperti fps. Dan terus tertumpuk saat membuka jendela lain.;negatif
Alka Eyan;4;Sejauh ini tidak ada masalah tapi ya masih kurang karena tidak ada nya fitur terjemahan, dimohon untuk kedepannya fitur terjemahan di adakan agar tidak perlu pergi ke translate untuk menerjemahkan bahasa asing.;positif
Melinda Kusherawati;3;apk nya bagus sih, tapi masih kurang kayak gak ada translate, terus tl juga masih berantakan yang gak mutualan lewat tl mulu kesel. terus kenapa akun ig gue jadi gak bisa dibuka, balik lagi balik lagi nangissss;netral
Fauhad Nadhir;5;Aplikasi berjalan dengan baik dan lancar, hanya ada beberapa bug kecil. Harapan untuk kedepannya bisa ditambahkan fitur penerjemah bahasa🙏🏻;positif
Jesenta Gunawan;1;"Saya cuma mengkritik 1 hal, yaitu tolong diperbaiki lagi aplikasi ini, terutama bagian ""simpan"".. minimal bisa simpan foto postingan lah🙏🏼🙏🏼🙏🏼";negatif
Adi A Rahman;5;Aplikasi yang bagus. Kompetitor aplikasi yg sangat kompetitif. Lebih mudah ketemu dengan teman2 karena ter integtitas langsung dengan medsos yang lainnya.;positif
Yogi 1201;2;Ketika mencoba aplikasi baru, saya kira tidak perlu login dulu, apakah tiktok melakukannya.. saya kira tidak perlu mengunci seseorang dengam login ketika ini adiktif;negatif
Alif Apriyadi;3;Sudah cukup bagus, akan lebih baik jika ada fitur terjemahan kedalam bahasa yang dapat di tentukan, dan terdapat seting dark mode dan sebagainya;netral
デフリザル;3;Sebenarnya ini aplikasi yang cukup bagus. Tapi alangkah baiknya mohon diperbaiki kembali. Dikarenakan adanya glitch yang cukup menggangu pada halaman beranda.. entah ini dari HP saya, atau memang dari kesalahan aplikasinya. Apabila seluruh aplikasi ini yang sudah terinstal tidak menemukan glitch yang sama seperti saya, what should i do for fixed this glitch?. Terimakasih atas perhatiannya..;netral
YAYAN KURNIAWAN;4;Kukasi ki bintang 4 dulu kanda krn di beranda biar yg tdk di follow tampilki postingannya. Dan yg paling penting semoga bisaki filter yg posting konten² 18+, jngn sampai kayak aplikasi burung biru di' hehe massukku kusuka tonji saya tapi tabe' sebelumnya kanda bukan apanya kah jan sampe banyak yg beralih kesini na nanti samaji yg di sajikan di aplikasi burung biru;positif
suhendra wahyuri;4;Bagus untuk saat ini saya kasih bintang 4, karna belom ada fitur tagar terheboh, terbaru, terviral agar balance tidak ada topik terhangat yang terlewati dan mengikuti trending harian bisa saya naikan bintangnya 👍🏻;positif
Khalida Fikriyah;3;Sejauh ini cukup bagus. Aku kurang suka karena gak bisa melihat daftar orang yang kuikuti. Gak bisa cari topik yang kuminati juga di bagian pencarian. Saat aku cari Stray Kids misalnya, yang muncul cuma akun-akun terkait.;netral
Diana Nefertari;4;untuk hari pertama udah okay sih. tapi emang ada beberapa fitur yg harus ditambah kayak fitur save/download foto, sematkan threads, DM, hastag biar bisa liat yg trending, multi acc, dan filter untuk kata-kata yang mau kita sembunyikan dari TL.;positif
Ayam Bakar;4;Udah Bagus, simple, mirip Twitter, cuman belum bisa cek Insight dan Multiply Account. Selain itu belum terdapat fitur Smart Search ataupun Hastag yang populer. Semoga segera ditambah;positif
Sanny Aprilia;5;Fiturnya tambahin, tampilannya ditambah biar makin menarik dan bervariasi. Terutama latar belakangnya jangan putih polos, kasih warna warni. Jadi ga bosenin... 🙏;positif
Elang Phlv;2;Masih ada bug,ketika saya ingin melakukan utas dan menambahkan foto itu tiba tiba force close,tolong segera diperbaiki!!;negatif
Agus Sofiyan;4;Tolong di perbaiki pas share status di feed instagram, tiba-tiba post feed instagram saya salah satu hilang, perbaikan lagi fiturnya biar lebih pro ada kirim pesan, notif pertemanan follback nya dan live siaran, terimakasih;positif
Nursalma Navaliya;5;bagus, tapi lebih baik lagi kalo fiturnya bisa gonta ganti username dan semoga aja ke depannya gak ada connecting sama Instagram biar bisa bebas mengekspresikan sesuatu;positif
Khalid Alhamda V.R;5;"Aplikasi baru rilis dan masih tahap pengembangan udah dibilang ""saya telah menemukan beberapa bug di aplikasi threads ini"" Ga semua aplikasi yang baru rilis udah beres semua tol. Pemograman ga semudah itung duit";positif
Eddryan;4;Saya masih belum menemukan apa yang khas dari Threads? Saya menyarankan agar ada fitur trending, namun bukan fitur trending biasa. Fitur trending yang bisa tingkat nasional dan tingkat provinsi agar pengguna Threads semakin aktif membahas peristiwa terkini tidak hanya di tingkat nasional tapi juga tingkat provinsi. Selain itu font dan warna font, saya pikir hitamnya terlalu tebal jadi terlalu strong ketika dilihat, pemilihan font nya juga kurang tepat krn terlalu kaku.;positif
Adriane Xanthe;5;Baguuss, tapi izin memberi masukan. Biskah di tambahkan fitur simpan postingan? Seperti koleksi atau apapun untuk menandai postingan yang kita sukai. Terimakasih sebelumnya. Saya suka dan puass hehe;positif
